# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ECM30	YLR436C	YLR436C_mRNA	protein_coding	12	23	16	224	0	0	0	0	113	11	0	0	16	0	0	0	0	0	1	0	0	24	111
ECM31	YBR176W	YBR176W_mRNA	protein_coding	5	0	4	204	0	0	0	0	141	5	0	0	4	0	0	0	0	0	0	0	0	0	63
ECM32	YER176W	YER176W_mRNA	protein_coding	34	26	99	209	0	0	0	1	109	32	0	0	101	0	0	0	0	0	2	0	0	27	100
ECM33	YBR078W	YBR078W_mRNA	protein_coding	1	5	4	355	0	0	0	0	303	1	0	5	4	0	0	0	0	0	0	0	0	5	47
ECM34	YHL043W	YHL043W_mRNA	protein_coding	3	0	3	257	0	0	0	0	84	3	0	0	3	0	0	0	1	0	0	1	0	0	173
ECM38	YLR299W	YLR299W_mRNA	protein_coding	10	11	14	251	0	0	0	0	180	10	0	0	15	0	0	0	0	0	0	0	0	11	71
ECM4	YKR076W	YKR076W_mRNA	protein_coding	2	5	2	279	0	0	0	0	139	2	0	0	2	0	0	0	0	0	0	0	0	5	140
ECM5	YMR176W	YMR176W_mRNA	protein_coding	60	33	172	569	0	0	1	1	176	53	1	0	180	0	0	0	0	0	9	0	0	36	393
ECM7	YLR443W	YLR443W_mRNA	protein_coding	4	7	15	299	0	0	0	0	89	4	0	0	15	0	0	0	0	0	0	0	0	7	210
ECM8	YBR076W	YBR076W_mRNA	protein_coding	2	1	7	180	0	0	0	0	45	2	0	0	7	0	0	0	0	0	0	0	0	1	135
ECM9	YKR004C	YKR004C_mRNA	protein_coding	4	5	3	118	0	0	1	0	88	4	0	1	2	0	0	0	0	0	0	0	0	5	29
ECO1	YFR027W	YFR027W_mRNA	protein_coding	18	27	58	502	0	0	0	0	136	14	0	0	61	0	0	0	0	0	4	0	0	29	366
ECT1	YGR007W	YGR007W_mRNA	protein_coding	8	6	12	686	0	0	0	0	601	7	0	0	12	0	0	0	0	0	1	0	0	6	85
EDC1	YGL222C	YGL222C_mRNA	protein_coding	50	9	53	784	1	2	0	2	308	46	0	0	54	0	0	0	1	1	5	1	0	14	476
EDC2	YER035W	YER035W_mRNA	protein_coding	5	2	6	536	0	0	0	0	407	5	0	0	6	0	0	0	0	0	0	0	0	2	129
EDC3	YEL015W	YEL015W_mRNA	protein_coding	34	23	105	665	1	1	0	0	259	32	0	0	113	0	0	0	0	0	2	0	0	23	406
EDE1	YBL047C	YBL047C_mRNA	protein_coding	8	17	10	124	0	0	1	0	70	8	0	0	9	0	0	0	0	0	0	0	0	17	54
EDS1	YBR033W	YBR033W_mRNA	protein_coding	7	2	10	144	0	0	0	0	39	7	0	0	10	0	0	0	0	0	0	0	0	2	105
EEB1	YPL095C	YPL095C_mRNA	protein_coding	0	0	2	126	0	0	0	0	74	0	0	0	2	0	0	0	0	0	0	0	0	0	52
EFB1	YAL003W	YAL003W_mRNA	protein_coding	0	2	1	151	0	0	0	0	88	0	0	7	1	0	0	0	0	0	0	0	0	2	56
EFG1	YGR271C-A	YGR271C-A_mRNA	protein_coding	12	4	26	1172	0	1	0	0	846	12	0	0	25	0	0	0	0	0	0	0	0	4	326
EFM1	YHL039W	YHL039W_mRNA	protein_coding	5	3	10	136	0	0	2	0	65	4	0	0	8	0	0	0	1	0	0	1	0	3	71
EFM2	YBR271W	YBR271W_mRNA	protein_coding	3	2	4	200	0	0	0	0	125	3	0	0	4	0	0	0	0	0	0	0	0	2	75
EFM3	YJR129C	YJR129C_mRNA	protein_coding	1	4	4	145	0	0	0	0	109	1	0	0	4	0	0	0	0	0	0	0	0	4	36
EFM4	YIL064W	YIL064W_mRNA	protein_coding	2	0	1	275	0	0	0	0	236	2	0	0	1	0	0	0	0	0	0	0	0	0	39
EFM5	YGR001C	YGR001C_mRNA	protein_coding	1	0	2	129	0	0	0	0	57	1	0	3	2	0	0	0	0	0	0	0	0	0	69
EFM6	YNL024C	YNL024C_mRNA	protein_coding	1	2	1	303	0	0	0	0	148	1	0	0	1	0	0	0	0	0	0	0	0	2	155
EFR3	YMR212C	YMR212C_mRNA	protein_coding	2	6	4	221	1	0	0	0	55	2	0	0	3	0	0	0	0	0	0	0	0	6	166
EFT1	YOR133W	YOR133W_mRNA	protein_coding	19	19	52	511	0	0	0	0	349	18	0	0	53	0	0	0	1	0	1	0	1	19	162
EFT2	YDR385W	YDR385W_mRNA	protein_coding	99	10	47	744	0	2	2	3	530	95	0	0	57	0	0	0	0	0	6	0	0	14	214
EGD1	YPL037C	YPL037C_mRNA	protein_coding	1	1	0	183	0	0	0	0	120	1	0	0	0	0	0	0	0	0	0	0	0	1	63
EGD2	YHR193C	YHR193C_mRNA	protein_coding	4	1	2	288	0	0	0	0	137	4	0	0	2	0	0	0	0	0	0	0	0	1	151
EGH1	YIR007W	YIR007W_mRNA	protein_coding	6	11	10	489	0	0	0	0	55	6	0	0	10	0	0	0	0	0	0	0	0	11	434
EGO2	YCR075W-A	YCR075W-A_mRNA	protein_coding	0	0	0	182	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	25
EGO4	YNR034W-A	YNR034W-A_mRNA	protein_coding	0	2	0	65	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	44
EGT2	YNL327W	YNL327W_mRNA	protein_coding	38	28	84	221	0	1	1	0	148	34	0	0	84	0	0	0	0	1	5	0	0	28	73
EHD3	YDR036C	YDR036C_mRNA	protein_coding	4	3	5	378	0	0	0	0	320	4	0	0	6	0	0	0	0	0	0	0	0	3	58
EHT1	YBR177C	YBR177C_mRNA	protein_coding	11	11	25	228	1	0	0	0	59	9	0	0	25	0	0	0	0	0	2	0	0	11	169
EIS1	YMR031C	YMR031C_mRNA	protein_coding	24	35	107	870	0	1	1	0	336	20	0	0	107	0	0	0	0	0	4	0	0	35	534
EKI1	YDR147W	YDR147W_mRNA	protein_coding	29	24	81	783	0	0	0	1	467	26	0	0	86	0	0	0	1	1	3	1	0	25	316
ELA1	YNL230C	YNL230C_mRNA	protein_coding	22	15	53	298	0	0	0	0	202	20	0	0	56	0	0	0	1	0	1	1	0	16	96
ELC1	YPL046C	YPL046C_mRNA	protein_coding	1	0	3	125	0	0	0	0	60	1	0	0	3	0	0	0	0	0	0	0	0	0	65
ELF1	YKL160W	YKL160W_mRNA	protein_coding	2	2	3	245	0	0	0	0	84	2	0	0	3	0	0	0	0	0	0	0	0	2	161
ELG1	YOR144C	YOR144C_mRNA	protein_coding	13	11	15	346	0	0	0	0	108	12	0	0	15	0	0	0	0	0	2	0	0	11	238
ELM1	YKL048C	YKL048C_mRNA	protein_coding	8	3	3	240	0	0	0	0	44	8	0	0	3	0	0	0	0	0	0	0	0	3	196
ELO1	YJL196C	YJL196C_mRNA	protein_coding	100	9	78	713	2	8	3	1	509	97	0	0	79	0	0	0	1	1	9	1	0	12	204
ELP2	YGR200C	YGR200C_mRNA	protein_coding	26	10	33	196	0	0	0	0	110	24	0	0	34	0	0	0	0	0	2	0	0	10	86
ELP3	YPL086C	YPL086C_mRNA	protein_coding	44	8	28	553	0	0	0	0	92	43	0	0	34	0	0	0	1	0	2	1	1	8	461
ELP4	YPL101W	YPL101W_mRNA	protein_coding	1	7	4	133	0	0	0	0	74	1	0	0	4	0	0	0	0	0	0	0	0	7	59
ELP6	YMR312W	YMR312W_mRNA	protein_coding	4	8	8	324	0	0	0	0	137	4	0	0	8	0	0	0	0	0	0	0	0	8	187
EMC1	YCL045C	YCL045C_mRNA	protein_coding	6	3	4	92	0	0	0	0	52	6	0	0	4	0	0	0	0	0	0	0	0	3	40
EMC10	YDR056C	YDR056C_mRNA	protein_coding	2	2	9	269	0	0	0	0	145	1	0	0	9	0	0	0	0	0	1	0	0	2	124
EMC2	YJR088C	YJR088C_mRNA	protein_coding	4	4	9	315	0	0	0	0	80	4	0	0	9	0	0	0	0	0	0	0	0	4	235
EMC4	YGL231C	YGL231C_mRNA	protein_coding	29	5	40	538	2	0	0	0	178	27	0	0	45	0	0	0	1	0	3	1	0	5	360
EMC6	YLL014W	YLL014W_mRNA	protein_coding	3	5	17	744	0	0	0	0	537	2	0	0	18	0	0	0	0	1	0	0	0	5	207
EMG1	YLR186W	YLR186W_mRNA	protein_coding	23	7	44	812	1	0	0	0	360	20	0	0	44	0	0	0	0	0	3	0	0	7	452
EMI1	YDR512C	YDR512C_mRNA	protein_coding	0	0	0	697	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	333
EMI2	YDR516C	YDR516C_mRNA	protein_coding	25	24	72	535	1	0	0	0	267	24	0	0	72	0	0	0	0	0	1	0	0	25	268
EMP24	YGL200C	YGL200C_mRNA	protein_coding	3	1	0	342	0	0	0	0	193	1	0	0	0	0	0	0	1	0	1	1	0	1	149
EMP46	YLR080W	YLR080W_mRNA	protein_coding	0	0	0	157	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	132
EMP47	YFL048C	YFL048C_mRNA	protein_coding	3	6	5	277	0	0	0	0	171	3	0	0	5	0	0	0	0	0	0	0	0	6	106
EMP65	YER140W	YER140W_mRNA	protein_coding	4	3	8	298	0	0	0	0	35	4	0	0	8	0	0	0	0	0	0	0	0	3	263
EMP70	YLR083C	YLR083C_mRNA	protein_coding	200	21	113	713	2	26	4	11	1	190	0	0	95	0	0	0	0	0	15	0	0	29	712
EMT1	tM(CAU)D	tM(CAU)D_tRNA	protein_coding	0	0	1	235	0	0	0	0	151	0	0	0	1	0	0	0	0	0	0	0	0	0	84
EMT2	tM(CAU)O2	tM(CAU)O2_tRNA	protein_coding	0	0	0	301	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	229
EMT3	tM(CAU)J2	tM(CAU)J2_tRNA	protein_coding	1	2	6	838	0	0	0	0	177	1	0	0	6	0	0	0	1	0	0	0	0	2	661
EMT4	tM(CAU)M	tM(CAU)M_tRNA	protein_coding	1	0	1	390	0	0	0	0	187	1	0	0	1	0	0	0	0	0	0	0	0	0	203
EMT5	tM(CAU)J1	tM(CAU)J1_tRNA	protein_coding	0	0	0	158	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	87
EMW1	YNL313C	YNL313C_mRNA	protein_coding	32	31	124	565	0	3	1	0	511	27	0	0	125	0	0	0	0	0	6	0	0	32	54
ENA1	YDR040C	YDR040C_mRNA	protein_coding	18	55	18	335	0	0	0	0	117	18	0	0	18	0	0	0	0	0	0	0	0	55	218
ENA2	YDR039C	YDR039C_mRNA	protein_coding	16	22	29	220	0	0	0	0	109	13	0	0	30	0	0	0	1	0	2	1	0	22	111
ENA5	YDR038C	YDR038C_mRNA	protein_coding	6	31	21	179	0	0	0	0	58	5	0	0	21	0	0	0	0	1	0	0	0	31	121
ENB1	YOL158C	YOL158C_mRNA	protein_coding	6	4	9	320	0	0	0	0	238	5	0	0	9	0	0	0	0	0	1	0	0	4	82
END3	YNL084C	YNL084C_mRNA	protein_coding	30	5	21	279	0	2	0	0	140	28	0	0	24	0	0	0	1	1	2	1	0	7	139
ENO1	YGR254W	YGR254W_mRNA	protein_coding	1	1	1	122	0	0	0	0	55	1	0	0	1	0	0	0	0	0	0	0	0	1	67
ENO2	YHR174W	YHR174W_mRNA	protein_coding	4	1	6	244	0	0	0	0	117	4	0	0	6	0	0	0	0	0	1	0	0	1	127
ENP1	YBR247C	YBR247C_mRNA	protein_coding	4	2	3	117	1	0	0	0	100	4	0	0	2	0	0	0	0	0	0	0	0	2	17
ENP2	YGR145W	YGR145W_mRNA	protein_coding	25	18	30	310	0	1	0	0	121	24	0	0	32	0	0	0	0	1	0	0	0	18	189
ENT1	YDL161W	YDL161W_mRNA	protein_coding	3	1	1	112	0	0	0	0	73	3	0	0	1	0	0	0	0	0	0	0	0	1	39
ENT2	YLR206W	YLR206W_mRNA	protein_coding	5	10	8	244	0	0	0	0	199	5	0	0	8	0	0	0	0	0	0	0	0	10	45
ENT3	YJR125C	YJR125C_mRNA	protein_coding	3	4	0	204	0	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	4	168
ENT4	YLL038C	YLL038C_mRNA	protein_coding	2	3	11	541	0	0	0	0	131	2	0	0	11	0	0	0	0	0	0	0	0	3	410
ENT5	YDR153C	YDR153C_mRNA	protein_coding	6	4	6	197	0	0	0	0	151	6	0	0	6	0	0	0	0	0	0	0	0	4	46
ENV10	YLR065C	YLR065C_mRNA	protein_coding	8	8	14	200	0	0	0	0	123	8	0	0	15	0	0	0	0	0	0	0	0	8	77
ENV11	YGR071C	YGR071C_mRNA	protein_coding	9	3	4	485	0	0	0	0	133	9	0	0	4	0	0	0	0	0	0	0	0	3	352
ENV7	YPL236C	YPL236C_mRNA	protein_coding	1	11	2	309	0	0	0	0	54	1	0	0	2	0	0	0	0	0	0	0	0	11	255
ENV9	YOR246C	YOR246C_mRNA	protein_coding	2	2	2	129	0	0	0	0	67	2	0	0	2	0	0	0	0	1	0	0	0	2	62
EOS1	YNL080C	YNL080C_mRNA	protein_coding	0	0	0	444	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	360
EPL1	YFL024C	YFL024C_mRNA	protein_coding	12	4	8	136	0	0	0	0	87	11	0	0	8	0	0	0	0	0	1	0	0	4	49
EPO1	YMR124W	YMR124W_mRNA	protein_coding	114	40	211	533	3	1	5	2	368	107	0	0	219	0	0	0	1	0	8	1	0	45	165
EPS1	YIL005W	YIL005W_mRNA	protein_coding	12	29	53	486	0	0	0	0	357	11	0	0	54	0	0	0	0	0	2	0	0	30	129
EPT1	YHR123W	YHR123W_mRNA	protein_coding	6	5	20	476	0	0	0	0	410	6	0	1	21	0	0	0	0	0	0	0	0	6	65
ERB1	YMR049C	YMR049C_mRNA	protein_coding	12	0	13	581	0	0	0	1	97	12	0	0	12	0	0	0	0	0	1	0	0	0	484
ERC1	YHR032W	YHR032W_mRNA	protein_coding	1	6	7	383	0	0	0	0	234	1	0	0	7	0	0	0	0	0	0	0	0	6	149
ERD1	YDR414C	YDR414C_mRNA	protein_coding	6	4	7	153	0	0	0	0	31	6	0	0	7	0	0	0	0	0	0	0	0	4	122
ERD2	YBL040C	YBL040C_mRNA	protein_coding	4	6	19	237	0	0	0	0	143	4	0	2	19	0	0	0	0	0	1	0	0	6	92
ERF2	YLR246W	YLR246W_mRNA	protein_coding	0	0	0	497	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	289
ERG1	YGR175C	YGR175C_mRNA	protein_coding	4	11	7	162	0	0	0	0	94	4	0	0	7	0	0	0	0	0	0	0	0	11	68
ERG10	YPL028W	YPL028W_mRNA	protein_coding	7	5	7	241	0	0	0	0	185	7	0	0	7	0	0	0	0	0	0	0	0	5	56
ERG11	YHR007C	YHR007C_mRNA	protein_coding	0	0	0	334	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	219
ERG12	YMR208W	YMR208W_mRNA	protein_coding	5	0	10	212	0	0	0	0	55	5	0	0	11	0	0	0	0	0	0	0	0	1	157
ERG13	YML126C	YML126C_mRNA	protein_coding	4	3	5	911	0	0	0	0	61	4	0	0	5	0	0	0	0	0	0	0	0	3	850
ERG2	YMR202W	YMR202W_mRNA	protein_coding	40	17	63	1054	0	1	2	1	641	37	0	0	67	0	0	0	0	1	4	0	0	21	413
ERG20	YJL167W	YJL167W_mRNA	protein_coding	8	6	30	747	0	0	0	0	619	6	0	0	30	0	0	0	0	1	1	0	0	6	128
ERG24	YNL280C	YNL280C_mRNA	protein_coding	5	5	16	890	0	0	0	0	438	5	0	0	16	0	0	0	0	0	0	0	0	5	452
ERG25	YGR060W	YGR060W_mRNA	protein_coding	1	1	0	105	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	0	1	59
ERG26	YGL001C	YGL001C_mRNA	protein_coding	2	3	0	170	0	0	0	0	120	2	0	0	0	0	0	0	0	0	0	0	0	3	50
ERG27	YLR100W	YLR100W_mRNA	protein_coding	15	18	64	219	0	0	0	0	118	15	0	0	66	0	0	0	0	0	0	0	0	18	101
ERG28	YER044C	YER044C_mRNA	protein_coding	0	1	1	421	0	0	0	0	362	0	0	0	1	0	0	0	0	0	0	0	0	1	59
ERG29	YMR134W	YMR134W_mRNA	protein_coding	2	2	2	126	0	0	0	0	82	2	0	0	2	0	0	0	0	0	0	0	0	2	44
ERG3	YLR056W	YLR056W_mRNA	protein_coding	3	0	2	172	0	0	0	0	88	3	0	0	2	0	0	0	0	0	0	0	0	0	84
ERG4	YGL012W	YGL012W_mRNA	protein_coding	11	7	27	401	0	0	0	0	191	10	0	0	27	0	0	0	0	1	0	0	0	7	210
ERG5	YMR015C	YMR015C_mRNA	protein_coding	4	3	1	120	0	0	0	0	75	2	0	0	1	0	0	0	0	0	2	0	0	3	45
ERG6	YML008C	YML008C_mRNA	protein_coding	3	7	11	151	0	0	0	0	98	3	0	0	11	0	0	0	0	0	0	0	0	7	53
ERG7	YHR072W	YHR072W_mRNA	protein_coding	14	8	29	780	0	0	0	0	695	14	0	0	30	0	0	0	0	0	0	0	0	8	85
ERG8	YMR220W	YMR220W_mRNA	protein_coding	69	26	75	970	0	5	1	5	61	62	0	0	69	0	0	0	0	1	8	0	0	28	909
ERG9	YHR190W	YHR190W_mRNA	protein_coding	17	11	36	287	0	0	0	0	137	15	0	0	36	0	0	0	0	0	2	0	0	11	150
ERI1	YPL096C-A	YPL096C-A_mRNA	protein_coding	1	1	0	100	0	0	0	0	74	1	0	0	0	0	0	0	0	0	0	0	0	1	26
ERJ5	YFR041C	YFR041C_mRNA	protein_coding	4	2	3	346	0	0	0	0	39	4	0	0	3	0	0	0	0	0	0	0	0	2	307
ERO1	YML130C	YML130C_mRNA	protein_coding	13	11	20	385	0	0	0	0	305	12	0	0	20	0	0	0	0	1	1	0	0	11	80
ERP1	YAR002C-A	YAR002C-A_mRNA	protein_coding	1	4	2	117	0	0	0	0	65	1	0	0	2	0	0	0	0	0	0	0	0	4	52
ERP2	YAL007C	YAL007C_mRNA	protein_coding	1	2	0	274	0	0	0	0	212	1	0	0	0	0	0	0	0	0	0	0	0	2	62
ERP3	YDL018C	YDL018C_mRNA	protein_coding	14	11	36	517	0	0	0	0	329	12	0	0	39	0	0	0	0	1	1	0	0	11	188
ERP4	YOR016C	YOR016C_mRNA	protein_coding	5	2	2	438	0	0	0	0	381	4	0	0	2	0	0	0	0	0	1	0	0	2	57
ERP5	YHR110W	YHR110W_mRNA	protein_coding	3	0	1	75	0	0	0	0	36	3	0	0	1	0	0	0	0	0	0	0	0	0	39
ERP6	YGL002W	YGL002W_mRNA	protein_coding	2	2	0	174	0	0	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	2	126
ERR1	YOR393W	YOR393W_mRNA	protein_coding	4	3	7	505	0	0	0	0	414	4	0	0	7	0	0	0	0	0	0	0	0	4	91
ERR2	YPL281C	YPL281C_mRNA	protein_coding	27	14	36	483	0	0	0	0	335	24	0	0	39	0	0	0	1	0	2	1	0	16	148
ERR3	YMR323W	YMR323W_mRNA	protein_coding	0	0	0	99	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	60
ERS1	YCR075C	YCR075C_mRNA	protein_coding	1	1	0	178	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	1	155
ERT1	YBR239C	YBR239C_mRNA	protein_coding	4	5	10	767	0	0	0	0	54	3	0	0	10	0	0	0	0	0	1	0	0	5	713
ERV1	YGR029W	YGR029W_mRNA	protein_coding	0	0	0	337	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV14	YGL054C	YGL054C_mRNA	protein_coding	4	8	9	153	0	0	0	0	122	4	0	0	9	0	0	0	0	1	0	0	0	8	31
ERV15	YBR210W	YBR210W_mRNA	protein_coding	1	4	3	244	0	0	0	0	157	1	0	0	3	0	0	0	0	0	0	0	0	4	87
ERV2	YPR037C	YPR037C_mRNA	protein_coding	75	9	57	1366	2	3	1	2	622	69	0	0	65	0	0	0	0	2	6	0	0	12	744
ERV25	YML012W	YML012W_mRNA	protein_coding	2	0	3	198	0	0	0	0	100	2	0	0	3	0	0	0	0	0	0	0	0	0	98
ERV29	YGR284C	YGR284C_mRNA	protein_coding	5	6	10	346	0	1	0	0	72	5	0	0	10	0	0	0	0	0	0	0	0	6	274
ERV41	YML067C	YML067C_mRNA	protein_coding	10	1	9	180	0	0	0	0	180	7	0	0	10	0	0	0	0	0	3	0	0	1	0
ERV46	YAL042W	YAL042W_mRNA	protein_coding	9	11	15	244	0	0	0	0	108	9	0	0	15	0	0	0	0	0	0	0	0	12	136
ESA1	YOR244W	YOR244W_mRNA	protein_coding	8	7	9	528	0	0	0	0	52	7	0	0	9	0	0	0	0	0	1	0	0	7	476
ESBP6	YNL125C	YNL125C_mRNA	protein_coding	4	22	13	362	0	0	1	0	16	4	0	0	12	0	0	0	0	0	0	0	0	22	346
ESC1	YMR219W	YMR219W_mRNA	protein_coding	534	57	324	1169	4	32	3	46	245	512	0	0	319	0	0	0	1	1	42	0	0	74	924
ESC2	YDR363W	YDR363W_mRNA	protein_coding	54	7	45	504	2	2	3	4	67	51	0	0	50	0	0	0	0	1	4	0	0	9	437
ESC8	YOL017W	YOL017W_mRNA	protein_coding	8	2	3	134	0	0	0	0	27	8	0	0	3	0	0	0	0	0	0	0	0	2	107
ESF1	YDR365C	YDR365C_mRNA	protein_coding	10	13	33	738	0	0	0	0	98	10	0	0	33	0	0	0	0	0	0	0	0	13	640
ESF2	YNR054C	YNR054C_mRNA	protein_coding	53	16	86	713	1	3	1	2	242	45	0	0	88	0	0	0	0	0	10	0	0	17	471
ESL1	YIL151C	YIL151C_mRNA	protein_coding	73	43	255	1197	1	1	2	2	610	64	0	0	267	0	0	0	0	0	10	0	0	44	587
ESL2	YKR096W	YKR096W_mRNA	protein_coding	240	52	282	655	2	6	8	12	108	229	0	0	294	0	0	0	0	0	18	0	0	63	547
ESP1	YGR098C	YGR098C_mRNA	protein_coding	31	12	23	309	0	0	0	0	75	31	0	0	23	0	0	0	0	0	0	0	0	12	234
ESS1	YJR017C	YJR017C_mRNA	protein_coding	2	1	2	215	0	0	0	0	130	2	0	0	2	0	0	0	0	0	0	0	0	1	85
EST1	YLR233C	YLR233C_mRNA	protein_coding	12	34	41	222	0	1	1	0	104	11	0	0	39	0	0	0	0	0	1	0	0	34	118
EST2	YLR318W	YLR318W_mRNA	protein_coding	230	27	228	1021	9	6	8	9	897	211	0	1	249	0	0	0	1	0	23	1	0	35	124
EST3	YIL009C-A	YIL009C-A_mRNA	protein_coding	0	2	3	113	0	0	0	0	61	0	0	0	3	0	0	0	0	0	0	0	0	2	52
ETP1	YHL010C	YHL010C_mRNA	protein_coding	11	15	43	832	0	0	0	0	297	10	0	0	44	0	0	0	0	0	1	0	0	15	535
ETR1	YBR026C	YBR026C_mRNA	protein_coding	8	3	6	304	0	0	0	0	130	8	0	0	6	0	0	0	0	0	0	0	0	3	174
ETS1-1	ETS1-1	ETS1-1_rRNA	rRNA	0	0	0	48	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	41
ETS1-2	ETS1-2	ETS1-2_rRNA	rRNA	0	0	0	640	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	633
ETS2-1	ETS2-1	ETS2-1_rRNA	rRNA	0	1	0	245	0	0	0	0	234	0	0	0	0	5	0	0	1	0	0	0	0	0	7
ETS2-2	ETS2-2	ETS2-2_rRNA	rRNA	0	0	0	50	0	0	0	0	39	0	0	0	0	5	0	0	0	0	0	0	0	0	6
ETT1	YOR051C	YOR051C_mRNA	protein_coding	0	0	0	1021	0	0	0	0	883	0	0	0	0	0	0	0	0	0	0	0	0	0	138
EUG1	YDR518W	YDR518W_mRNA	protein_coding	18	14	46	564	0	0	0	1	232	17	0	0	46	0	0	0	1	0	0	1	0	15	332
EXG1	YLR300W	YLR300W_mRNA	protein_coding	12	6	17	305	0	0	1	0	212	10	0	0	17	0	0	0	0	0	3	0	0	6	93
EXG2	YDR261C	YDR261C_mRNA	protein_coding	60	39	156	1029	1	0	1	1	603	55	0	0	164	0	0	0	1	0	6	1	0	42	426
EXO1	YOR033C	YOR033C_mRNA	protein_coding	5	6	2	96	0	0	0	0	61	5	0	0	2	0	0	0	0	0	0	0	0	6	35
EXO5	YBR163W	YBR163W_mRNA	protein_coding	5	0	4	293	0	0	0	0	220	4	0	0	4	0	0	0	1	0	0	1	0	0	73
EXO70	YJL085W	YJL085W_mRNA	protein_coding	5	2	1	120	0	0	0	0	35	4	0	0	1	0	0	0	0	0	1	0	0	2	85
EXO84	YBR102C	YBR102C_mRNA	protein_coding	10	2	8	585	0	1	0	1	233	9	0	0	6	0	0	0	0	0	1	0	0	2	352
FAA1	YOR317W	YOR317W_mRNA	protein_coding	7	3	11	424	0	0	0	0	314	7	0	0	12	0	0	0	0	0	0	0	0	3	110
FAA2	YER015W	YER015W_mRNA	protein_coding	6	8	7	178	0	0	0	0	116	6	0	0	7	0	0	0	0	0	0	0	0	8	62
FAA3	YIL009W	YIL009W_mRNA	protein_coding	11	8	10	195	0	0	0	0	142	9	0	0	10	0	0	0	0	0	2	0	0	8	53
FAA4	YMR246W	YMR246W_mRNA	protein_coding	20	28	137	932	0	0	2	0	530	18	0	0	136	0	0	0	0	0	2	0	0	29	402
FAB1	YFR019W	YFR019W_mRNA	protein_coding	11	13	12	193	0	0	0	0	125	11	0	0	12	0	0	0	0	0	0	0	0	13	68
FAD1	YDL045C	YDL045C_mRNA	protein_coding	11	3	25	335	0	1	0	0	118	8	0	0	24	0	0	0	0	0	3	0	0	3	217
FAF1	YIL019W	YIL019W_mRNA	protein_coding	4	6	3	107	0	0	0	0	43	4	0	0	3	0	0	0	0	0	0	0	0	6	64
FAL1	YDR021W	YDR021W_mRNA	protein_coding	3	1	4	119	0	0	0	0	26	3	0	0	5	0	0	0	0	0	0	0	0	1	93
FAP1	YNL023C	YNL023C_mRNA	protein_coding	4	1	5	394	0	0	0	0	185	3	0	0	6	0	0	0	1	0	0	1	0	1	209
FAP7	YDL166C	YDL166C_mRNA	protein_coding	1	1	1	90	0	0	0	0	53	1	0	0	1	0	0	0	0	0	0	0	0	1	37
FAR1	YJL157C	YJL157C_mRNA	protein_coding	11	9	10	184	0	0	0	0	89	11	0	0	10	0	0	0	0	0	0	0	0	10	95
FAR10	YLR238W	YLR238W_mRNA	protein_coding	12	5	9	326	0	0	0	0	215	12	0	0	9	0	0	0	0	0	0	0	0	5	111
FAR11	YNL127W	YNL127W_mRNA	protein_coding	5	1	2	153	0	0	0	0	37	5	0	0	2	0	0	0	0	0	1	0	0	1	116
FAR3	YMR052W	YMR052W_mRNA	protein_coding	6	4	8	934	0	0	1	0	143	6	0	0	8	0	0	0	0	0	0	0	0	4	791
FAR7	YFR008W	YFR008W_mRNA	protein_coding	3	2	4	420	0	0	0	0	299	3	0	0	4	0	0	0	0	0	0	0	0	2	121
FAR8	YMR029C	YMR029C_mRNA	protein_coding	21	18	69	645	0	0	0	0	315	16	0	0	70	0	0	0	2	0	4	2	0	18	330
